Category,Drift_Level,Prompt_ID,Base_Prompt_Num,Variant_Num,Prompt_CosSim,Prompt_Group_Mean,Prompt_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_4bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_8bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_CosSim,Mistral-7B-Instruct-v0.2_fp16_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_4bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_8bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_CosSim,Meta-Llama-3-8B-Instruct_fp16_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_4bit_Resp_CosSim,Phi-3-mini-4k-instruct_4bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_4bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_8bit_Resp_CosSim,Phi-3-mini-4k-instruct_8bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_8bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_fp16_Resp_CosSim,Phi-3-mini-4k-instruct_fp16_Resp_Group_Mean,Phi-3-mini-4k-instruct_fp16_Resp_Overall_Drift_Mean,
reasoning,2,reasoning_L2_v2,8,2,98.36,98.11,94.76,93.66,94.09,92.3,94.75,95.15,92.55,89.68,92.91,92.45,96.21,94.22,92.49,92.57,93.38,92.63,93.57,92.39,93.07,89.82,86.95,86.09,91.6,90.86,86.69,82.78,83.85,85.26,
reasoning,2,reasoning_L2_v3,8,3,97.71,98.11,94.76,93.37,94.09,92.3,94.69,95.15,92.55,95.4,92.91,92.45,94.41,94.22,92.49,94,93.38,92.63,87.33,92.39,93.07,88.45,86.95,86.09,90.12,90.86,86.69,80.96,83.85,85.26,
reasoning,2,reasoning_L2_v1,9,1,99.44,95.37,94.76,85.39,87.53,92.3,87.91,89.54,92.55,90.46,89.84,92.45,94.96,92.98,92.49,93.29,93.06,92.63,91.28,90.75,93.07,87.35,88.1,86.09,91.03,89.48,86.69,91.19,86.96,85.26,
reasoning,2,reasoning_L2_v2,9,2,92.35,95.37,94.76,86.16,87.53,92.3,91.02,89.54,92.55,88.98,89.84,92.45,90.2,92.98,92.49,92.72,93.06,92.63,88.31,90.75,93.07,85.55,88.1,86.09,85.63,89.48,86.69,86.77,86.96,85.26,
reasoning,2,reasoning_L2_v3,9,3,94.33,95.37,94.76,91.05,87.53,92.3,89.69,89.54,92.55,90.08,89.84,92.45,93.78,92.98,92.49,93.16,93.06,92.63,92.67,90.75,93.07,91.4,88.1,86.09,91.78,89.48,86.69,82.93,86.96,85.26,
reasoning,2,reasoning_L2_v1,10,1,98.25,95.78,94.76,89.75,91.61,92.3,91.6,87.52,92.55,89.64,92.12,92.45,94.51,92.4,92.49,92.45,92.33,92.63,96.29,95.74,93.07,88.08,83.31,86.09,85.12,86.02,86.69,92.68,87.76,85.26,
reasoning,2,reasoning_L2_v2,10,2,96.62,95.78,94.76,94.26,91.61,92.3,89.34,87.52,92.55,95.33,92.12,92.45,90.22,92.4,92.49,92.92,92.33,92.63,95.07,95.74,93.07,68.6,83.31,86.09,84.57,86.02,86.69,86.69,87.76,85.26,
reasoning,2,reasoning_L2_v3,10,3,92.47,95.78,94.76,90.83,91.61,92.3,81.62,87.52,92.55,91.4,92.12,92.45,92.48,92.4,92.49,91.63,92.33,92.63,95.86,95.74,93.07,93.26,83.31,86.09,88.36,86.02,86.69,83.9,87.76,85.26,
reasoning,3,reasoning_L3_v1,1,1,92.65,93.79,89.22,86.81,88.21,92.2,88.81,89,92.53,84.44,87.96,91.54,91.92,90.1,92.11,87.65,85.94,90.96,90.03,88.09,92.8,86.44,85.03,84.34,84.77,82.83,85.56,78.72,81.25,83.8,
reasoning,3,reasoning_L3_v2,1,2,95.64,93.79,89.22,89.4,88.21,92.2,88.37,89,92.53,91.59,87.96,91.54,94.81,90.1,92.11,80.79,85.94,90.96,92.24,88.09,92.8,84.12,85.03,84.34,77.57,82.83,85.56,84.58,81.25,83.8,
reasoning,3,reasoning_L3_v3,1,3,93.08,93.79,89.22,88.43,88.21,92.2,89.83,89,92.53,87.86,87.96,91.54,83.56,90.1,92.11,89.39,85.94,90.96,82,88.09,92.8,84.52,85.03,84.34,86.16,82.83,85.56,80.45,81.25,83.8,
reasoning,3,reasoning_L3_v1,2,1,89.64,91.36,89.22,93.05,93.38,92.2,91.46,92.01,92.53,87.88,88.78,91.54,93.01,92.6,92.11,95.03,93.55,90.96,93.1,92.71,92.8,84.08,85.23,84.34,86.94,84.22,85.56,83.95,87.01,83.8,
reasoning,3,reasoning_L3_v2,2,2,98.63,91.36,89.22,93.08,93.38,92.2,94.43,92.01,92.53,91.81,88.78,91.54,92.4,92.6,92.11,94.03,93.55,90.96,95.06,92.71,92.8,90.2,85.23,84.34,86.13,84.22,85.56,91.48,87.01,83.8,
reasoning,3,reasoning_L3_v3,2,3,85.81,91.36,89.22,94.02,93.38,92.2,90.14,92.01,92.53,86.64,88.78,91.54,92.4,92.6,92.11,91.6,93.55,90.96,89.97,92.71,92.8,81.42,85.23,84.34,79.58,84.22,85.56,85.6,87.01,83.8,
reasoning,3,reasoning_L3_v1,3,1,88.71,88.84,89.22,94.76,95.69,92.2,92.31,94.37,92.53,91.65,93.9,91.54,93.64,93.58,92.11,92.31,92.63,90.96,96.88,94.99,92.8,90.24,90.15,84.34,85.12,85.32,85.56,90.13,90.83,83.8,
reasoning,3,reasoning_L3_v2,3,2,82.42,88.84,89.22,95.54,95.69,92.2,96.42,94.37,92.53,95.06,93.9,91.54,92.5,93.58,92.11,90.5,92.63,90.96,93.2,94.99,92.8,91.73,90.15,84.34,86.92,85.32,85.56,91.26,90.83,83.8,
reasoning,3,reasoning_L3_v3,3,3,95.4,88.84,89.22,96.76,95.69,92.2,94.38,94.37,92.53,95,93.9,91.54,94.6,93.58,92.11,95.08,92.63,90.96,94.9,94.99,92.8,88.47,90.15,84.34,83.93,85.32,85.56,91.09,90.83,83.8,
reasoning,3,reasoning_L3_v1,4,1,79.62,87.11,89.22,91.44,91.41,92.2,89.98,92.6,92.53,89.09,91.09,91.54,89.96,90.59,92.11,89.01,90.31,90.96,86.35,91.69,92.8,87.27,83.29,84.34,87.53,85.89,85.56,79.22,81.23,83.8,
reasoning,3,reasoning_L3_v2,4,2,89.86,87.11,89.22,91.64,91.41,92.2,95.59,92.6,92.53,93.58,91.09,91.54,88.11,90.59,92.11,93.98,90.31,90.96,95.61,91.69,92.8,83.02,83.29,84.34,84.63,85.89,85.56,82.78,81.23,83.8,
reasoning,3,reasoning_L3_v3,4,3,91.84,87.11,89.22,91.15,91.41,92.2,92.22,92.6,92.53,90.61,91.09,91.54,93.71,90.59,92.11,87.94,90.31,90.96,93.1,91.69,92.8,79.57,83.29,84.34,85.52,85.89,85.56,81.68,81.23,83.8,
reasoning,3,reasoning_L3_v1,5,1,88.96,92.54,89.22,88.63,92.15,92.2,95.98,95.82,92.53,92.74,91.38,91.54,96.75,95.87,92.11,93.34,93.66,90.96,96.48,95.42,92.8,85.84,84.26,84.34,91.44,89.09,85.56,84.39,83.38,83.8,
reasoning,3,reasoning_L3_v2,5,2,91.43,92.54,89.22,94.16,92.15,92.2,95.88,95.82,92.53,90.2,91.38,91.54,95.65,95.87,92.11,94.02,93.66,90.96,95.76,95.42,92.8,82.17,84.26,84.34,88.6,89.09,85.56,81.4,83.38,83.8,
reasoning,3,reasoning_L3_v3,5,3,97.22,92.54,89.22,93.65,92.15,92.2,95.59,95.82,92.53,91.19,91.38,91.54,95.2,95.87,92.11,93.62,93.66,90.96,94.01,95.42,92.8,84.77,84.26,84.34,87.24,89.09,85.56,84.35,83.38,83.8,
reasoning,3,reasoning_L3_v1,6,1,64.13,77.6,89.22,91.45,93.59,92.2,93.2,92.69,92.53,91.88,93.06,91.54,93.11,92.85,92.11,87.16,89.93,90.96,95.07,91.99,92.8,82.21,82.07,84.34,86.93,88.29,85.56,86.96,88,83.8,
reasoning,3,reasoning_L3_v2,6,2,89.43,77.6,89.22,96.68,93.59,92.2,93.42,92.69,92.53,93.48,93.06,91.54,94.57,92.85,92.11,94.05,89.93,90.96,95.79,91.99,92.8,82.1,82.07,84.34,90.33,88.29,85.56,88.35,88,83.8,
reasoning,3,reasoning_L3_v3,6,3,79.23,77.6,89.22,92.64,93.59,92.2,91.44,92.69,92.53,93.81,93.06,91.54,90.87,92.85,92.11,88.57,89.93,90.96,85.11,91.99,92.8,81.91,82.07,84.34,87.61,88.29,85.56,88.7,88,83.8,
reasoning,3,reasoning_L3_v1,7,1,91.49,94.66,89.22,95.87,95.95,92.2,95.18,95.76,92.53,95.59,96.46,91.54,94.29,93.03,92.11,92.67,93.36,90.96,97.23,95.93,92.8,82.59,83.03,84.34,88.54,88.86,85.56,74.04,81.55,83.8,
reasoning,3,reasoning_L3_v2,7,2,94.54,94.66,89.22,94.59,95.95,92.2,95.46,95.76,92.53,96.13,96.46,91.54,93.19,93.03,92.11,93.86,93.36,90.96,95.32,95.93,92.8,81.93,83.03,84.34,87.3,88.86,85.56,84.37,81.55,83.8,
reasoning,3,reasoning_L3_v3,7,3,97.94,94.66,89.22,97.39,95.95,92.2,96.65,95.76,92.53,97.67,96.46,91.54,91.61,93.03,92.11,93.55,93.36,90.96,95.23,95.93,92.8,84.58,83.03,84.34,90.73,88.86,85.56,86.23,81.55,83.8,
reasoning,3,reasoning_L3_v1,8,1,92.69,90.95,89.22,92.75,92.33,92.2,91.17,92.55,92.53,91.59,89.91,91.54,91.96,92.6,92.11,92.03,92.27,90.96,93.07,94.77,92.8,80.57,85.27,84.34,78.49,85.09,85.56,83.65,84.59,83.8,
reasoning,3,reasoning_L3_v2,8,2,91.38,90.95,89.22,92.44,92.33,92.2,95.91,92.55,92.53,89.89,89.91,91.54,94.75,92.6,92.11,92.02,92.27,90.96,96.04,94.77,92.8,89.2,85.27,84.34,90.89,85.09,85.56,87.85,84.59,83.8,
reasoning,3,reasoning_L3_v3,8,3,88.79,90.95,89.22,91.8,92.33,92.2,90.56,92.55,92.53,88.24,89.91,91.54,91.08,92.6,92.11,92.77,92.27,90.96,95.21,94.77,92.8,86.03,85.27,84.34,85.9,85.09,85.56,82.28,84.59,83.8,
reasoning,3,reasoning_L3_v1,9,1,79.88,88.12,89.22,85.03,88.89,92.2,88.51,89.7,92.53,89.42,89.44,91.54,92.56,92.74,92.11,91.36,88.03,90.96,87.03,89.99,92.8,79.58,79.06,84.34,82.66,79.07,85.56,75.63,77.18,83.8,
reasoning,3,reasoning_L3_v2,9,2,91.87,88.12,89.22,88.72,88.89,92.2,88.26,89.7,92.53,86.93,89.44,91.54,93.94,92.74,92.11,87,88.03,90.96,87.97,89.99,92.8,76.96,79.06,84.34,76.2,79.07,85.56,71.31,77.18,83.8,
reasoning,3,reasoning_L3_v3,9,3,92.62,88.12,89.22,92.93,88.89,92.2,92.33,89.7,92.53,91.98,89.44,91.54,91.71,92.74,92.11,85.73,88.03,90.96,94.98,89.99,92.8,80.64,79.06,84.34,78.35,79.07,85.56,84.6,77.18,83.8,
reasoning,3,reasoning_L3_v1,10,1,79.73,87.22,89.22,90.98,90.39,92.2,88.58,90.8,92.53,92.59,93.44,91.54,89.55,87.11,92.11,91.38,89.91,90.96,96.16,92.41,92.8,89.5,85.97,84.34,88.53,86.95,85.56,85.69,82.97,83.8,
reasoning,3,reasoning_L3_v2,10,2,89.41,87.22,89.22,89.38,90.39,92.2,93.47,90.8,92.53,93.4,93.44,91.54,83.33,87.11,92.11,90.98,89.91,90.96,90.34,92.41,92.8,89.96,85.97,84.34,88.95,86.95,85.56,85.79,82.97,83.8,
reasoning,3,reasoning_L3_v3,10,3,92.53,87.22,89.22,90.82,90.39,92.2,90.34,90.8,92.53,94.32,93.44,91.54,88.46,87.11,92.11,87.37,89.91,90.96,90.73,92.41,92.8,78.44,85.97,84.34,83.37,86.95,85.56,77.43,82.97,83.8,
reasoning,4,reasoning_L4_v1,1,1,80.94,84.37,86.13,85.62,86.33,91.22,89.71,89.65,91.27,91.23,89.23,90.6,93.01,87.43,90.95,88.67,88.9,90.91,93.2,89.96,91.57,86.72,87.27,85.32,86.78,87.57,84.77,78.01,80.12,83.72,
reasoning,4,reasoning_L4_v2,1,2,85.56,84.37,86.13,86.06,86.33,91.22,87.5,89.65,91.27,85.84,89.23,90.6,82.32,87.43,90.95,90,88.9,90.91,87.99,89.96,91.57,87.78,87.27,85.32,84.81,87.57,84.77,81.34,80.12,83.72,
reasoning,4,reasoning_L4_v3,1,3,86.62,84.37,86.13,87.31,86.33,91.22,91.75,89.65,91.27,90.61,89.23,90.6,86.97,87.43,90.95,88.03,88.9,90.91,88.68,89.96,91.57,87.32,87.27,85.32,91.13,87.57,84.77,81,80.12,83.72,
reasoning,4,reasoning_L4_v1,2,1,89.22,84.76,86.13,93.56,92.69,91.22,85.47,87.95,91.27,87.69,88.88,90.6,93.15,93.62,90.95,92.73,94.31,90.91,93.21,92.51,91.57,84.73,86.42,85.32,87.26,83.78,84.77,88.81,89.06,83.72,
reasoning,4,reasoning_L4_v2,2,2,77.06,84.76,86.13,92.92,92.69,91.22,90.36,87.95,91.27,89.66,88.88,90.6,94.46,93.62,90.95,94.66,94.31,90.91,90.79,92.51,91.57,86.91,86.42,85.32,80.92,83.78,84.77,90.08,89.06,83.72,
reasoning,4,reasoning_L4_v3,2,3,88.01,84.76,86.13,91.58,92.69,91.22,88.02,87.95,91.27,89.29,88.88,90.6,93.25,93.62,90.95,95.53,94.31,90.91,93.53,92.51,91.57,87.63,86.42,85.32,83.15,83.78,84.77,88.3,89.06,83.72,
reasoning,4,reasoning_L4_v1,3,1,84.65,87.36,86.13,91,92.15,91.22,92.23,93.04,91.27,89.57,91.73,90.6,92.8,92.06,90.95,91.86,91.25,90.91,94.08,93.28,91.57,85.88,89.78,85.32,88.67,84.85,84.77,89.71,89.4,83.72,
reasoning,4,reasoning_L4_v2,3,2,85.93,87.36,86.13,92.18,92.15,91.22,92.07,93.04,91.27,92.02,91.73,90.6,89.5,92.06,90.95,89.27,91.25,90.91,91.85,93.28,91.57,90.72,89.78,85.32,78.83,84.85,84.77,87.84,89.4,83.72,
reasoning,4,reasoning_L4_v3,3,3,91.51,87.36,86.13,93.27,92.15,91.22,94.81,93.04,91.27,93.6,91.73,90.6,93.88,92.06,90.95,92.63,91.25,90.91,93.9,93.28,91.57,92.73,89.78,85.32,87.04,84.85,84.77,90.64,89.4,83.72,
reasoning,4,reasoning_L4_v1,4,1,86.22,87.64,86.13,89.76,91.18,91.22,89.19,90.53,91.27,88.3,89.86,90.6,92.88,89.35,90.95,88.46,90.38,90.91,94.54,88.74,91.57,84.82,84.65,85.32,79.88,82.43,84.77,80.32,79.78,83.72,
reasoning,4,reasoning_L4_v2,4,2,90.42,87.64,86.13,92.7,91.18,91.22,87.01,90.53,91.27,88.7,89.86,90.6,91.28,89.35,90.95,91.91,90.38,90.91,86.81,88.74,91.57,83.07,84.65,85.32,82.43,82.43,84.77,79.6,79.78,83.72,
reasoning,4,reasoning_L4_v3,4,3,86.27,87.64,86.13,91.09,91.18,91.22,95.38,90.53,91.27,92.58,89.86,90.6,83.89,89.35,90.95,90.76,90.38,90.91,84.87,88.74,91.57,86.07,84.65,85.32,84.98,82.43,84.77,79.43,79.78,83.72,
reasoning,4,reasoning_L4_v1,5,1,89.47,85.94,86.13,92.23,91.5,91.22,94.67,95.35,91.27,92.14,91.22,90.6,95.58,93.17,90.95,94.01,93.99,90.91,94.25,95.26,91.57,83.72,85.19,85.32,75.73,83.3,84.77,75.63,82.49,83.72,
reasoning,4,reasoning_L4_v2,5,2,92.64,85.94,86.13,90.06,91.5,91.22,97.34,95.35,91.27,91.75,91.22,90.6,94.43,93.17,90.95,94.66,93.99,90.91,98.16,95.26,91.57,85.36,85.19,85.32,85.26,83.3,84.77,89.79,82.49,83.72,
reasoning,4,reasoning_L4_v3,5,3,75.72,85.94,86.13,92.21,91.5,91.22,94.03,95.35,91.27,89.78,91.22,90.6,89.49,93.17,90.95,93.31,93.99,90.91,93.36,95.26,91.57,86.48,85.19,85.32,88.9,83.3,84.77,82.04,82.49,83.72,
reasoning,4,reasoning_L4_v1,6,1,82.88,82.46,86.13,93.59,95.98,91.22,94.02,94.45,91.27,93.09,93.78,90.6,91.29,92.35,90.95,87.34,91.21,90.91,89.38,90.36,91.57,77.04,79.59,85.32,87.76,86.05,84.77,90.19,88.16,83.72,
reasoning,4,reasoning_L4_v2,6,2,77.71,82.46,86.13,97.25,95.98,91.22,95,94.45,91.27,93.6,93.78,90.6,92.91,92.35,90.95,92.14,91.21,90.91,88.45,90.36,91.57,83.66,79.59,85.32,82.13,86.05,84.77,88.74,88.16,83.72,
reasoning,4,reasoning_L4_v3,6,3,86.79,82.46,86.13,97.11,95.98,91.22,94.34,94.45,91.27,94.64,93.78,90.6,92.86,92.35,90.95,94.16,91.21,90.91,93.26,90.36,91.57,78.08,79.59,85.32,88.27,86.05,84.77,85.54,88.16,83.72,
reasoning,4,reasoning_L4_v1,7,1,94.63,93.87,86.13,97.38,95.46,91.22,94.81,95.08,91.27,95.48,96.42,90.6,94.03,92.09,90.95,94.53,95.4,90.91,94.57,93.94,91.57,82.98,84.06,85.32,86.97,88.94,84.77,83.22,83.26,83.72,
reasoning,4,reasoning_L4_v2,7,2,90.6,93.87,86.13,93.61,95.46,91.22,92.29,95.08,91.27,96.59,96.42,90.6,89.39,92.09,90.95,95.37,95.4,90.91,93.61,93.94,91.57,85.97,84.06,85.32,91.41,88.94,84.77,82.1,83.26,83.72,
reasoning,4,reasoning_L4_v3,7,3,96.38,93.87,86.13,95.39,95.46,91.22,98.13,95.08,91.27,97.2,96.42,90.6,92.85,92.09,90.95,96.29,95.4,90.91,93.65,93.94,91.57,83.23,84.06,85.32,88.44,88.94,84.77,84.47,83.26,83.72,
reasoning,4,reasoning_L4_v1,8,1,78.53,79.27,86.13,92.08,90,91.22,88.05,89.82,91.27,85.26,83.76,90.6,92.41,89.21,90.95,89.63,83.05,90.91,89.12,87.47,91.57,84.72,81.2,85.32,81.47,81.16,84.77,83.08,81.85,83.72,
reasoning,4,reasoning_L4_v2,8,2,90.04,79.27,86.13,95.14,90,91.22,93.81,89.82,91.27,88.79,83.76,90.6,96.32,89.21,90.95,88.96,83.05,90.91,92.43,87.47,91.57,83.02,81.2,85.32,85.38,81.16,84.77,87.43,81.85,83.72,
reasoning,4,reasoning_L4_v3,8,3,69.23,79.27,86.13,82.78,90,91.22,87.61,89.82,91.27,77.24,83.76,90.6,78.91,89.21,90.95,70.56,83.05,90.91,80.86,87.47,91.57,75.87,81.2,85.32,76.63,81.16,84.77,75.03,81.85,83.72,
reasoning,4,reasoning_L4_v1,9,1,85.38,88.5,86.13,83.32,86.36,91.22,85.39,87.15,91.27,95.18,90.81,90.6,86.67,91.06,90.95,92.34,91.42,90.91,91.7,91.94,91.57,91.37,86.81,85.32,88.19,83.58,84.77,68.82,76.03,83.72,
reasoning,4,reasoning_L4_v2,9,2,85.47,88.5,86.13,86.97,86.36,91.22,90.68,87.15,91.27,89.91,90.81,90.6,91.52,91.06,90.95,88.78,91.42,90.91,90.37,91.94,91.57,78.23,86.81,85.32,75.51,83.58,84.77,78.28,76.03,83.72,
reasoning,4,reasoning_L4_v3,9,3,94.65,88.5,86.13,88.79,86.36,91.22,85.38,87.15,91.27,87.35,90.81,90.6,95,91.06,90.95,93.15,91.42,90.91,93.74,91.94,91.57,90.83,86.81,85.32,87.04,83.58,84.77,80.98,76.03,83.72,
reasoning,4,reasoning_L4_v1,10,1,90.17,87.09,86.13,94.29,90.6,91.22,90.75,89.66,91.27,93.82,90.34,90.6,90.42,89.13,90.95,90.68,89.16,90.91,93.67,92.28,91.57,87.18,88.18,85.32,89.81,86,84.77,85.9,87.09,83.72,
reasoning,4,reasoning_L4_v2,10,2,84.82,87.09,86.13,84.26,90.6,91.22,92.63,89.66,91.27,88.25,90.34,90.6,92.26,89.13,90.95,89.01,89.16,90.91,92.93,92.28,91.57,89.6,88.18,85.32,81.02,86,84.77,88.91,87.09,83.72,
reasoning,4,reasoning_L4_v3,10,3,86.27,87.09,86.13,93.24,90.6,91.22,85.61,89.66,91.27,88.95,90.34,90.6,84.71,89.13,90.95,87.78,89.16,90.91,90.25,92.28,91.57,87.77,88.18,85.32,87.18,86,84.77,86.47,87.09,83.72,
reasoning,5,reasoning_L5_v1,1,1,79.57,77.68,77.86,78.19,70.59,83,85.4,78.6,83.48,82.17,78.08,82.68,77.85,80.56,85.76,77.39,79.68,84.58,81.93,81.33,85,86.08,82.85,81.77,86.41,83.02,81.64,78.1,75.89,79.55,
reasoning,5,reasoning_L5_v2,1,2,72.74,77.68,77.86,59.93,70.59,83,76.47,78.6,83.48,70.01,78.08,82.68,84.72,80.56,85.76,78.47,79.68,84.58,81.73,81.33,85,73.73,82.85,81.77,76.75,83.02,81.64,66.78,75.89,79.55,
reasoning,5,reasoning_L5_v3,1,3,80.74,77.68,77.86,73.64,70.59,83,73.94,78.6,83.48,82.06,78.08,82.68,79.11,80.56,85.76,83.18,79.68,84.58,80.33,81.33,85,88.75,82.85,81.77,85.89,83.02,81.64,82.79,75.89,79.55,
reasoning,5,reasoning_L5_v1,2,1,86.83,83.04,77.86,95.74,93.02,83,89.24,90.16,83.48,85.52,86.59,82.68,91.99,88.84,85.76,95.14,92.38,84.58,94.02,89.36,85,85.88,84.94,81.77,86.02,82.56,81.64,86.51,85.01,79.55,
reasoning,5,reasoning_L5_v2,2,2,83.23,83.04,77.86,92.83,93.02,83,91.1,90.16,83.48,88.83,86.59,82.68,87.08,88.84,85.76,92.31,92.38,84.58,89.38,89.36,85,85.81,84.94,81.77,82.19,82.56,81.64,84.03,85.01,79.55,
reasoning,5,reasoning_L5_v3,2,3,79.07,83.04,77.86,90.5,93.02,83,90.13,90.16,83.48,85.43,86.59,82.68,87.45,88.84,85.76,89.7,92.38,84.58,84.67,89.36,85,83.12,84.94,81.77,79.48,82.56,81.64,84.48,85.01,79.55,
reasoning,5,reasoning_L5_v1,3,1,86.28,74.68,77.86,90.37,87.59,83,89.85,84.92,83.48,90.47,88.02,82.68,91.32,89.26,85.76,87.57,84.03,84.58,93.52,87.06,85,90.57,86.92,81.77,79.02,80.9,81.64,84.91,82.85,79.55,
reasoning,5,reasoning_L5_v2,3,2,64.79,74.68,77.86,88.25,87.59,83,82.69,84.92,83.48,86.78,88.02,82.68,88.94,89.26,85.76,82.18,84.03,84.58,84.13,87.06,85,86.44,86.92,81.77,80.35,80.9,81.64,79.94,82.85,79.55,
reasoning,5,reasoning_L5_v3,3,3,72.98,74.68,77.86,84.15,87.59,83,82.21,84.92,83.48,86.8,88.02,82.68,87.52,89.26,85.76,82.34,84.03,84.58,83.54,87.06,85,83.76,86.92,81.77,83.33,80.9,81.64,83.7,82.85,79.55,
reasoning,5,reasoning_L5_v1,4,1,65.38,68.68,77.86,78.29,72.44,83,79.75,78.76,83.48,81.31,77.31,82.68,77.3,81.58,85.76,74.48,77.51,84.58,69.24,77.13,85,73.2,71.54,81.77,70.98,69.7,81.64,74.29,69.92,79.55,
reasoning,5,reasoning_L5_v2,4,2,48,68.68,77.86,52.33,72.44,83,68.05,78.76,83.48,67.05,77.31,82.68,77.32,81.58,85.76,70.26,77.51,84.58,75.65,77.13,85,60.89,71.54,81.77,58.63,69.7,81.64,57.58,69.92,79.55,
reasoning,5,reasoning_L5_v3,4,3,92.67,68.68,77.86,86.69,72.44,83,88.48,78.76,83.48,83.57,77.31,82.68,90.12,81.58,85.76,87.79,77.51,84.58,86.51,77.13,85,80.52,71.54,81.77,79.48,69.7,81.64,77.88,69.92,79.55,
reasoning,5,reasoning_L5_v1,5,1,81.78,84.72,77.86,86.41,87.54,83,73.16,81.61,83.48,82.98,82.21,82.68,86,89.69,85.76,86.38,88.25,84.58,85.71,88.91,85,84.96,83.95,81.77,85.2,86.82,81.64,79,78.86,79.55,
reasoning,5,reasoning_L5_v2,5,2,84.11,84.72,77.86,86.21,87.54,83,83.97,81.61,83.48,78.81,82.21,82.68,91.94,89.69,85.76,87.95,88.25,84.58,91.69,88.91,85,78.36,83.95,81.77,87.22,86.82,81.64,79.13,78.86,79.55,
reasoning,5,reasoning_L5_v3,5,3,88.26,84.72,77.86,89.99,87.54,83,87.71,81.61,83.48,84.85,82.21,82.68,91.12,89.69,85.76,90.41,88.25,84.58,89.33,88.91,85,88.53,83.95,81.77,88.05,86.82,81.64,78.46,78.86,79.55,
reasoning,5,reasoning_L5_v1,6,1,75.49,78.34,77.86,92.97,91.16,83,89.37,87.2,83.48,90.55,88.82,82.68,88.95,88.5,85.76,88.89,86.89,84.58,91.35,90.79,85,78.75,77.62,81.77,83.6,84.63,81.64,85.66,85.92,79.55,
reasoning,5,reasoning_L5_v2,6,2,81.94,78.34,77.86,88.26,91.16,83,82.91,87.2,83.48,84.84,88.82,82.68,82.72,88.5,85.76,85.08,86.89,84.58,88.4,90.79,85,75.77,77.62,81.77,86.18,84.63,81.64,85.89,85.92,79.55,
reasoning,5,reasoning_L5_v3,6,3,77.58,78.34,77.86,92.25,91.16,83,89.32,87.2,83.48,91.08,88.82,82.68,93.82,88.5,85.76,86.69,86.89,84.58,92.63,90.79,85,78.33,77.62,81.77,84.12,84.63,81.64,86.2,85.92,79.55,
reasoning,5,reasoning_L5_v1,7,1,90.83,85.29,77.86,90.01,86.21,83,94.07,91.19,83.48,90.55,87.22,82.68,85.28,88.54,85.76,88.1,91.57,84.58,85.76,89.16,85,83.63,85.69,81.77,87.25,87.16,81.64,85.26,83.25,79.55,
reasoning,5,reasoning_L5_v2,7,2,89.89,85.29,77.86,85.66,86.21,83,90.09,91.19,83.48,87.36,87.22,82.68,90.31,88.54,85.76,93.3,91.57,84.58,91.28,89.16,85,87.33,85.69,81.77,86.77,87.16,81.64,83.87,83.25,79.55,
reasoning,5,reasoning_L5_v3,7,3,75.14,85.29,77.86,82.95,86.21,83,89.41,91.19,83.48,83.75,87.22,82.68,90.02,88.54,85.76,93.31,91.57,84.58,90.43,89.16,85,86.1,85.69,81.77,87.45,87.16,81.64,80.62,83.25,79.55,
reasoning,5,reasoning_L5_v1,8,1,77.61,67.87,77.86,82.42,80.46,83,82.75,82.57,83.48,81.91,78.05,82.68,84.56,79.56,85.76,86.93,84.02,84.58,89.13,83.42,85,77.95,77.89,81.77,81.53,79.73,81.64,80.12,79.44,79.55,
reasoning,5,reasoning_L5_v2,8,2,53.36,67.87,77.86,78.85,80.46,83,81.78,82.57,83.48,75.18,78.05,82.68,71.12,79.56,85.76,75.65,84.02,84.58,77.3,83.42,85,76.04,77.89,81.77,75.63,79.73,81.64,75.6,79.44,79.55,
reasoning,5,reasoning_L5_v3,8,3,72.65,67.87,77.86,80.12,80.46,83,83.19,82.57,83.48,77.05,78.05,82.68,82.99,79.56,85.76,89.47,84.02,84.58,83.83,83.42,85,79.68,77.89,81.77,82.03,79.73,81.64,82.6,79.44,79.55,
