Category,Drift_Level,Prompt_ID,Base_Prompt_Num,Variant_Num,Prompt_CosSim,Prompt_Group_Mean,Prompt_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_4bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_4bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_CosSim,Mistral-7B-Instruct-v0.2_8bit_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_8bit_Resp_Overall_Drift_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_CosSim,Mistral-7B-Instruct-v0.2_fp16_Resp_Group_Mean,Mistral-7B-Instruct-v0.2_fp16_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_4bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_4bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_CosSim,Meta-Llama-3-8B-Instruct_8bit_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_8bit_Resp_Overall_Drift_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_CosSim,Meta-Llama-3-8B-Instruct_fp16_Resp_Group_Mean,Meta-Llama-3-8B-Instruct_fp16_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_4bit_Resp_CosSim,Phi-3-mini-4k-instruct_4bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_4bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_8bit_Resp_CosSim,Phi-3-mini-4k-instruct_8bit_Resp_Group_Mean,Phi-3-mini-4k-instruct_8bit_Resp_Overall_Drift_Mean,Phi-3-mini-4k-instruct_fp16_Resp_CosSim,Phi-3-mini-4k-instruct_fp16_Resp_Group_Mean,Phi-3-mini-4k-instruct_fp16_Resp_Overall_Drift_Mean,
logical,3,logical_L3_v2,10,2,88.23,87.43,88.58,89.95,92.23,86.76,90.82,92.62,88.58,92.39,91.34,89.19,93.81,92.94,89.69,95.67,94.08,88.55,92.63,93.38,89.46,86.82,84.8,82.95,85.08,80.92,82.12,86.48,86.98,81.14,
logical,3,logical_L3_v3,10,3,82.2,87.43,88.58,90.7,92.23,86.76,91.34,92.62,88.58,89.48,91.34,89.19,91.76,92.94,89.69,93.41,94.08,88.55,93.27,93.38,89.46,82.58,84.8,82.95,73.34,80.92,82.12,85.31,86.98,81.14,
logical,4,logical_L4_v1,1,1,85.49,88.44,84.19,89.02,86.26,87.72,92.14,89.55,87.94,90.86,88.18,88.26,92.94,90.66,89.75,90.9,90.99,89.25,93.85,91.62,90.77,78.29,83.29,83.17,77.33,81.5,83.03,72.1,75.96,81.82,
logical,4,logical_L4_v2,1,2,92.08,88.44,84.19,87.12,86.26,87.72,90.55,89.55,87.94,86.45,88.18,88.26,91.3,90.66,89.75,94.26,90.99,89.25,92.49,91.62,90.77,83.84,83.29,83.17,85.83,81.5,83.03,77.24,75.96,81.82,
logical,4,logical_L4_v3,1,3,87.76,88.44,84.19,82.64,86.26,87.72,85.95,89.55,87.94,87.23,88.18,88.26,87.73,90.66,89.75,87.81,90.99,89.25,88.52,91.62,90.77,87.73,83.29,83.17,81.33,81.5,83.03,78.54,75.96,81.82,
logical,4,logical_L4_v1,2,1,75.52,82.01,84.19,89.52,90.14,87.72,79.25,83.4,87.94,90.5,92.27,88.26,92.17,93.05,89.75,84.62,88.89,89.25,90.8,92.41,90.77,86.56,81.26,83.17,82.08,81.28,83.03,81.06,76.99,81.82,
logical,4,logical_L4_v2,2,2,79.28,82.01,84.19,88.82,90.14,87.72,85.44,83.4,87.94,91.71,92.27,88.26,91.03,93.05,89.75,89.87,88.89,89.25,91.06,92.41,90.77,83.42,81.26,83.17,79.8,81.28,83.03,72.61,76.99,81.82,
logical,4,logical_L4_v3,2,3,91.24,82.01,84.19,92.08,90.14,87.72,85.5,83.4,87.94,94.61,92.27,88.26,95.94,93.05,89.75,92.17,88.89,89.25,95.38,92.41,90.77,73.8,81.26,83.17,81.95,81.28,83.03,77.3,76.99,81.82,
logical,4,logical_L4_v1,3,1,91.77,85.98,84.19,85.54,82.07,87.72,86.09,86.05,87.94,86.78,86.51,88.26,88.1,86.23,89.75,80.42,81.06,89.25,83.04,86.87,90.77,84.21,80.78,83.17,87.09,85.2,83.03,79.37,83.6,81.82,
logical,4,logical_L4_v2,3,2,83.37,85.98,84.19,80.09,82.07,87.72,85.23,86.05,87.94,86.18,86.51,88.26,85.64,86.23,89.75,81.21,81.06,89.25,88.15,86.87,90.77,80.17,80.78,83.17,85.2,85.2,83.03,85.38,83.6,81.82,
logical,4,logical_L4_v3,3,3,82.8,85.98,84.19,80.59,82.07,87.72,86.83,86.05,87.94,86.58,86.51,88.26,84.96,86.23,89.75,81.55,81.06,89.25,89.42,86.87,90.77,77.96,80.78,83.17,83.31,85.2,83.03,86.06,83.6,81.82,
logical,4,logical_L4_v1,4,1,81.06,81.23,84.19,86.81,84.21,87.72,80.11,83.11,87.94,87.54,85.2,88.26,90.25,86.03,89.75,89.2,89.26,89.25,87.04,89.21,90.77,83.07,77.66,83.17,81.62,80.14,83.03,81.38,78.97,81.82,
logical,4,logical_L4_v2,4,2,86.03,81.23,84.19,85.53,84.21,87.72,88.06,83.11,87.94,87.55,85.2,88.26,79.75,86.03,89.75,88.12,89.26,89.25,88.44,89.21,90.77,76.97,77.66,83.17,74.13,80.14,83.03,73.73,78.97,81.82,
logical,4,logical_L4_v3,4,3,76.61,81.23,84.19,80.3,84.21,87.72,81.16,83.11,87.94,80.51,85.2,88.26,88.1,86.03,89.75,90.46,89.26,89.25,92.14,89.21,90.77,72.94,77.66,83.17,84.68,80.14,83.03,81.81,78.97,81.82,
logical,4,logical_L4_v1,5,1,78.64,82.05,84.19,87.73,85.41,87.72,90.68,86.86,87.94,89.32,86.08,88.26,90.2,85,89.75,93.95,90.83,89.25,96.74,91.37,90.77,88.47,85.35,83.17,76.94,77.28,83.03,76.57,78.7,81.82,
logical,4,logical_L4_v2,5,2,85.55,82.05,84.19,88.84,85.41,87.72,91.4,86.86,87.94,90.08,86.08,88.26,86.33,85,89.75,92.31,90.83,89.25,93.56,91.37,90.77,82.72,85.35,83.17,77.22,77.28,83.03,78.94,78.7,81.82,
logical,4,logical_L4_v3,5,3,81.97,82.05,84.19,79.66,85.41,87.72,78.5,86.86,87.94,78.85,86.08,88.26,78.47,85,89.75,86.22,90.83,89.25,83.81,91.37,90.77,84.87,85.35,83.17,77.68,77.28,83.03,80.58,78.7,81.82,
logical,4,logical_L4_v1,6,1,88.66,90.37,84.19,92.72,91.05,87.72,94.71,93.65,87.94,93.33,92.78,88.26,93.94,94.07,89.75,93.7,91.95,89.25,95.02,90.87,90.77,82.47,83.75,83.17,84.84,84.77,83.03,88.39,86.03,81.82,
logical,4,logical_L4_v2,6,2,92.73,90.37,84.19,91.74,91.05,87.72,94.53,93.65,87.94,92.76,92.78,88.26,94.08,94.07,89.75,89.92,91.95,89.25,84.51,90.87,90.77,80.55,83.75,83.17,83.79,84.77,83.03,84.87,86.03,81.82,
logical,4,logical_L4_v3,6,3,89.73,90.37,84.19,88.69,91.05,87.72,91.71,93.65,87.94,92.25,92.78,88.26,94.18,94.07,89.75,92.22,91.95,89.25,93.08,90.87,90.77,88.22,83.75,83.17,85.67,84.77,83.03,84.83,86.03,81.82,
logical,4,logical_L4_v1,7,1,82.11,86.18,84.19,84.76,89.32,87.72,89.23,91.58,87.94,80.47,88.7,88.26,89.09,90.06,89.75,81.45,87.07,89.25,87.01,91.15,90.77,85.68,88.56,83.17,86.38,89.65,83.03,88.35,86.11,81.82,
logical,4,logical_L4_v2,7,2,87.55,86.18,84.19,89.79,89.32,87.72,94.35,91.58,87.94,91.84,88.7,88.26,86.77,90.06,89.75,85.69,87.07,89.25,90.15,91.15,90.77,90.89,88.56,83.17,91.76,89.65,83.03,82.6,86.11,81.82,
logical,4,logical_L4_v3,7,3,88.88,86.18,84.19,93.42,89.32,87.72,91.15,91.58,87.94,93.8,88.7,88.26,94.31,90.06,89.75,94.06,87.07,89.25,96.3,91.15,90.77,89.1,88.56,83.17,90.8,89.65,83.03,87.39,86.11,81.82,
logical,4,logical_L4_v1,8,1,83.45,84.79,84.19,93,89,87.72,89.06,83.83,87.94,91.77,85.15,88.26,91.77,89.22,89.75,95.16,92.47,89.25,95.7,91.34,90.77,88,81.11,83.17,87.32,83.49,83.03,82.21,81.07,81.82,
logical,4,logical_L4_v2,8,2,84.4,84.79,84.19,85.46,89,87.72,76.24,83.83,87.94,84.23,85.15,88.26,87.16,89.22,89.75,91.56,92.47,89.25,90.12,91.34,90.77,80.01,81.11,83.17,84.65,83.49,83.03,77.94,81.07,81.82,
logical,4,logical_L4_v3,8,3,86.51,84.79,84.19,88.55,89,87.72,86.18,83.83,87.94,79.46,85.15,88.26,88.74,89.22,89.75,90.69,92.47,89.25,88.19,91.34,90.77,75.31,81.11,83.17,78.5,83.49,83.03,83.07,81.07,81.82,
logical,4,logical_L4_v1,9,1,72.46,80.51,84.19,90.09,89.21,87.72,92.16,91.78,87.94,89.71,87.23,88.26,90.2,90.64,89.75,89.21,88.37,89.25,90.01,90.04,90.77,87.84,87.71,83.17,86.58,86.1,83.03,81.21,84.41,81.82,
logical,4,logical_L4_v2,9,2,80.63,80.51,84.19,88.88,89.21,87.72,92.16,91.78,87.94,86.61,87.23,88.26,93.45,90.64,89.75,90.29,88.37,89.25,90.47,90.04,90.77,86.12,87.71,83.17,87.16,86.1,83.03,86.99,84.41,81.82,
logical,4,logical_L4_v3,9,3,88.45,80.51,84.19,88.65,89.21,87.72,91.03,91.78,87.94,85.37,87.23,88.26,88.28,90.64,89.75,85.62,88.37,89.25,89.63,90.04,90.77,89.18,87.71,83.17,84.56,86.1,83.03,85.02,84.41,81.82,
logical,4,logical_L4_v1,10,1,77.5,80.35,84.19,90.01,90.51,87.72,88.55,89.64,87.94,88.14,90.48,88.26,91.46,92.55,89.75,91.83,91.62,89.25,92.29,92.82,90.77,78.09,82.27,83.17,79.52,80.87,83.03,82.46,86.34,81.82,
logical,4,logical_L4_v2,10,2,77.29,80.35,84.19,89.39,90.51,87.72,88.9,89.64,87.94,89.94,90.48,88.26,92.55,92.55,89.75,91.69,91.62,89.25,93.46,92.82,90.77,80.52,82.27,83.17,78.61,80.87,83.03,87.64,86.34,81.82,
logical,4,logical_L4_v3,10,3,86.25,80.35,84.19,92.14,90.51,87.72,91.46,89.64,87.94,93.35,90.48,88.26,93.63,92.55,89.75,91.35,91.62,89.25,92.71,92.82,90.77,88.19,82.27,83.17,84.49,80.87,83.03,88.92,86.34,81.82,
logical,5,logical_L5_v1,1,1,82.58,83.26,77.46,82.08,82.8,81.25,83.51,85.41,82.18,87.01,87.14,82.77,87.31,87.1,81.18,85.08,86.33,81.45,82.53,85.72,80.91,81.09,81.84,79.7,74.72,78.9,78.11,82.27,77.63,77.64,
logical,5,logical_L5_v2,1,2,83.49,83.26,77.46,85.43,82.8,81.25,87.19,85.41,82.18,88.53,87.14,82.77,87.1,87.1,81.18,85.89,86.33,81.45,87.45,85.72,80.91,80.65,81.84,79.7,80.28,78.9,78.11,76.09,77.63,77.64,
logical,5,logical_L5_v3,1,3,83.71,83.26,77.46,80.89,82.8,81.25,85.52,85.41,82.18,85.87,87.14,82.77,86.9,87.1,81.18,88.03,86.33,81.45,87.17,85.72,80.91,83.79,81.84,79.7,81.71,78.9,78.11,74.53,77.63,77.64,
logical,5,logical_L5_v1,2,1,73.79,76.03,77.46,86.89,83.44,81.25,82.07,79.02,82.18,89.41,85.81,82.77,83.04,84.6,81.18,86.4,81.41,81.45,78.09,83.46,80.91,79.23,80.64,79.7,73.82,78.57,78.11,75.5,76.21,77.64,
logical,5,logical_L5_v2,2,2,76.58,76.03,77.46,82.09,83.44,81.25,76.45,79.02,82.18,83.98,85.81,82.77,83.13,84.6,81.18,67.75,81.41,81.45,86.49,83.46,80.91,85.47,80.64,79.7,81.72,78.57,78.11,81.3,76.21,77.64,
logical,5,logical_L5_v3,2,3,77.72,76.03,77.46,81.33,83.44,81.25,78.54,79.02,82.18,84.05,85.81,82.77,87.62,84.6,81.18,90.07,81.41,81.45,85.8,83.46,80.91,77.21,80.64,79.7,80.16,78.57,78.11,71.84,76.21,77.64,
logical,5,logical_L5_v1,3,1,67.39,76.84,77.46,80.38,77.04,81.25,66.31,71.67,82.18,75.18,76.72,82.77,66.77,72.66,81.18,76.75,71.87,81.45,79.5,80.36,80.91,84.03,80.71,79.7,80.92,80.66,78.11,78.69,79.63,77.64,
logical,5,logical_L5_v2,3,2,83.21,76.84,77.46,73.62,77.04,81.25,70.49,71.67,82.18,77,76.72,82.77,77.55,72.66,81.18,67.88,71.87,81.45,79.44,80.36,80.91,77.09,80.71,79.7,82.4,80.66,78.11,83.17,79.63,77.64,
logical,5,logical_L5_v3,3,3,79.91,76.84,77.46,77.13,77.04,81.25,78.21,71.67,82.18,77.98,76.72,82.77,73.67,72.66,81.18,70.97,71.87,81.45,82.14,80.36,80.91,81.01,80.71,79.7,78.67,80.66,78.11,77.03,79.63,77.64,
logical,5,logical_L5_v1,4,1,86.39,79.5,77.46,64.52,69.22,81.25,71.91,73.28,82.18,73.28,72.22,82.77,79.41,77.27,81.18,84.16,81.4,81.45,80.23,75.35,80.91,72.51,71.68,79.7,69.58,71.08,78.11,72.89,70.89,77.64,
logical,5,logical_L5_v2,4,2,76.46,79.5,77.46,68.3,69.22,81.25,83.46,73.28,82.18,82.23,72.22,82.77,74.12,77.27,81.18,82.27,81.4,81.45,80.46,75.35,80.91,74.25,71.68,79.7,70.71,71.08,78.11,68.07,70.89,77.64,
logical,5,logical_L5_v3,4,3,75.66,79.5,77.46,74.85,69.22,81.25,64.48,73.28,82.18,61.15,72.22,82.77,78.29,77.27,81.18,77.76,81.4,81.45,65.35,75.35,80.91,68.27,71.68,79.7,72.96,71.08,78.11,71.7,70.89,77.64,
logical,5,logical_L5_v1,5,1,83.33,84.37,77.46,83.24,85.37,81.25,86.97,89.86,82.18,82.96,87.55,82.77,76.53,79.32,81.18,87.3,89.5,81.45,89.3,87.07,80.91,79.83,80.27,79.7,71.98,75.29,78.11,77.94,76.67,77.64,
logical,5,logical_L5_v2,5,2,84.91,84.37,77.46,87.36,85.37,81.25,91.3,89.86,82.18,89.26,87.55,82.77,81.29,79.32,81.18,92.2,89.5,81.45,86.18,87.07,80.91,81.54,80.27,79.7,79.16,75.29,78.11,73.33,76.67,77.64,
logical,5,logical_L5_v3,5,3,84.86,84.37,77.46,85.52,85.37,81.25,91.3,89.86,82.18,90.42,87.55,82.77,80.15,79.32,81.18,88.99,89.5,81.45,85.73,87.07,80.91,79.45,80.27,79.7,74.73,75.29,78.11,78.73,76.67,77.64,
logical,5,logical_L5_v1,6,1,69.61,77.19,77.46,83.13,84.08,81.25,86.28,86.62,82.18,83.78,86.08,82.77,84.61,82.86,81.18,87.87,83.17,81.45,80.06,82.3,80.91,87.61,88.3,79.7,76.81,80.07,78.11,86.04,83.46,77.64,
logical,5,logical_L5_v2,6,2,79.13,77.19,77.46,83.87,84.08,81.25,86.4,86.62,82.18,88.5,86.08,82.77,84.38,82.86,81.18,84.4,83.17,81.45,84.98,82.3,80.91,86.95,88.3,79.7,84.11,80.07,78.11,79.52,83.46,77.64,
logical,5,logical_L5_v3,6,3,82.83,77.19,77.46,85.24,84.08,81.25,87.17,86.62,82.18,85.97,86.08,82.77,79.6,82.86,81.18,77.23,83.17,81.45,81.85,82.3,80.91,90.33,88.3,79.7,79.3,80.07,78.11,84.83,83.46,77.64,
logical,5,logical_L5_v1,7,1,79.13,77.52,77.46,85.05,85.42,81.25,86.7,87.72,82.18,87.54,86.37,82.77,78.1,77.59,81.18,78.51,79.11,81.45,73.21,77.03,80.91,82.83,86.03,79.7,82.22,82.75,78.11,71.3,75.89,77.64,
logical,5,logical_L5_v2,7,2,72.1,77.52,77.46,85.02,85.42,81.25,87.81,87.72,82.18,87.26,86.37,82.77,75.47,77.59,81.18,80.35,79.11,81.45,79.4,77.03,80.91,84.52,86.03,79.7,83.44,82.75,78.11,74.49,75.89,77.64,
logical,5,logical_L5_v3,7,3,81.33,77.52,77.46,86.2,85.42,81.25,88.65,87.72,82.18,84.32,86.37,82.77,79.21,77.59,81.18,78.46,79.11,81.45,78.49,77.03,80.91,90.73,86.03,79.7,82.59,82.75,78.11,81.89,75.89,77.64,
logical,5,logical_L5_v1,8,1,79.09,77.82,77.46,76.19,72.7,81.25,79.45,77.34,82.18,79.97,71.56,82.77,75.01,82.89,81.18,74.3,75.96,81.45,66.93,70.88,80.91,68.44,68.72,79.7,77.98,74.34,78.11,73.34,72.06,77.64,
logical,5,logical_L5_v2,8,2,82.5,77.82,77.46,79.96,72.7,81.25,80.94,77.34,82.18,69.12,71.56,82.77,85.78,82.89,81.18,83.9,75.96,81.45,81.94,70.88,80.91,75.1,68.72,79.7,85.28,74.34,78.11,75.17,72.06,77.64,
logical,5,logical_L5_v3,8,3,71.86,77.82,77.46,61.94,72.7,81.25,71.63,77.34,82.18,65.59,71.56,82.77,87.89,82.89,81.18,69.67,75.96,81.45,63.76,70.88,80.91,62.61,68.72,79.7,59.75,74.34,78.11,67.68,72.06,77.64,
logical,5,logical_L5_v1,9,1,64.47,70.32,77.46,84.48,85.86,81.25,77.61,81.36,82.18,84.43,84.02,82.77,71.33,77.5,81.18,72.64,77.07,81.45,69.93,77.53,80.91,80.88,77.83,79.7,77.86,79.5,78.11,82.93,81.33,77.64,
logical,5,logical_L5_v2,9,2,74.88,70.32,77.46,80.98,85.86,81.25,79.77,81.36,82.18,82.97,84.02,82.77,74.7,77.5,81.18,75.78,77.07,81.45,77.31,77.53,80.91,72.75,77.83,79.7,77.11,79.5,78.11,78.25,81.33,77.64,
logical,5,logical_L5_v3,9,3,71.61,70.32,77.46,92.11,85.86,81.25,86.7,81.36,82.18,84.65,84.02,82.77,86.48,77.5,81.18,82.79,77.07,81.45,85.34,77.53,80.91,79.86,77.83,79.7,83.53,79.5,78.11,82.82,81.33,77.64,
logical,5,logical_L5_v1,10,1,69.72,71.79,77.46,79.46,86.53,81.25,87.6,89.5,82.18,87.03,90.26,82.77,86.84,89.99,81.18,86.11,88.71,81.45,88.59,89.45,80.91,72.32,81.04,79.7,81.42,79.96,78.11,80.4,82.66,77.64,
logical,5,logical_L5_v2,10,2,75.81,71.79,77.46,91.8,86.53,81.25,89.93,89.5,82.18,93.13,90.26,82.77,92.94,89.99,81.18,90.5,88.71,81.45,93.73,89.45,80.91,85.94,81.04,79.7,80.23,79.96,78.11,84.06,82.66,77.64,
logical,5,logical_L5_v3,10,3,69.85,71.79,77.46,88.34,86.53,81.25,90.96,89.5,82.18,90.63,90.26,82.77,90.19,89.99,81.18,89.51,88.71,81.45,86.02,89.45,80.91,84.86,81.04,79.7,78.22,79.96,78.11,83.51,82.66,77.64,
classification,1,classification_L1_v1,1,1,100,98.89,97.2,94.97,91.95,93.77,91.39,91.15,92.3,95.01,91.94,92.3,96.27,95.33,93.07,95.72,95.62,93.22,100,99.13,96.67,88.58,90.03,86.55,88.31,86.84,85.54,100,95.54,92.91,
classification,1,classification_L1_v2,1,2,100,98.89,97.2,86.74,91.95,93.77,94.14,91.15,92.3,94.15,91.94,92.3,96.54,95.33,93.07,94.94,95.62,93.22,100,99.13,96.67,90.03,90.03,86.55,84.2,86.84,85.54,100,95.54,92.91,
classification,1,classification_L1_v3,1,3,96.66,98.89,97.2,94.13,91.95,93.77,87.92,91.15,92.3,86.67,91.94,92.3,93.18,95.33,93.07,96.2,95.62,93.22,97.39,99.13,96.67,91.48,90.03,86.55,88,86.84,85.54,86.61,95.54,92.91,
classification,1,classification_L1_v1,2,1,98.91,96.73,97.2,96.09,93.02,93.77,92.38,85.16,92.3,97.16,90.42,92.3,95.36,92.14,93.07,93.33,92.53,93.22,96.75,95.3,96.67,89.99,87.65,86.55,84.77,83.82,85.54,86.18,88.11,92.91,
classification,1,classification_L1_v2,2,2,91.27,96.73,97.2,89.15,93.02,93.77,73.25,85.16,92.3,80.08,90.42,92.3,89.46,92.14,93.07,88.53,92.53,93.22,89.16,95.3,96.67,86.03,87.65,86.55,79.52,83.82,85.54,78.14,88.11,92.91,
classification,1,classification_L1_v3,2,3,100,96.73,97.2,93.81,93.02,93.77,89.84,85.16,92.3,94.01,90.42,92.3,91.61,92.14,93.07,95.73,92.53,93.22,100,95.3,96.67,86.92,87.65,86.55,87.18,83.82,85.54,100,88.11,92.91,
classification,1,classification_L1_v1,3,1,94.58,98.19,97.2,94.39,95.8,93.77,95.99,97.42,92.3,94.16,94.77,92.3,95.19,96.89,93.07,95.46,95.39,93.22,94.44,98.15,96.67,84.25,87.62,86.55,71.14,78.92,85.54,76.29,92.1,92.91,
classification,1,classification_L1_v2,3,2,100,98.19,97.2,95.73,95.8,93.77,98.33,97.42,92.3,91.64,94.77,92.3,97.75,96.89,93.07,94.39,95.39,93.22,100,98.15,96.67,88.67,87.62,86.55,82.38,78.92,85.54,100,92.1,92.91,
classification,1,classification_L1_v3,3,3,100,98.19,97.2,97.27,95.8,93.77,97.94,97.42,92.3,98.5,94.77,92.3,97.74,96.89,93.07,96.32,95.39,93.22,100,98.15,96.67,89.93,87.62,86.55,83.24,78.92,85.54,100,92.1,92.91,
classification,1,classification_L1_v1,4,1,100,97.53,97.2,98.41,98.47,93.77,92.42,91.69,92.3,97.96,95.94,92.3,93.54,95.61,93.07,96.97,97.01,93.22,100,99.53,96.67,91.85,89.32,86.55,93.5,89.53,85.54,100,95.75,92.91,
classification,1,classification_L1_v2,4,2,92.6,97.53,97.2,97.72,98.47,93.77,91.54,91.69,92.3,94.75,95.94,92.3,97.56,95.61,93.07,96.76,97.01,93.22,98.58,99.53,96.67,87.27,89.32,86.55,89.6,89.53,85.54,87.24,95.75,92.91,
classification,1,classification_L1_v3,4,3,100,97.53,97.2,99.29,98.47,93.77,91.1,91.69,92.3,95.12,95.94,92.3,95.72,95.61,93.07,97.29,97.01,93.22,100,99.53,96.67,88.84,89.32,86.55,85.48,89.53,85.54,100,95.75,92.91,
classification,1,classification_L1_v1,5,1,86.68,93.66,97.2,93.24,91.55,93.77,91.45,93.34,92.3,92.76,88.84,92.3,92.24,92.45,93.07,91.5,90.48,93.22,95.25,95.42,96.67,82.85,84.32,86.55,85.66,85.08,85.54,90.7,92.38,92.91,
classification,1,classification_L1_v2,5,2,99.07,93.66,97.2,88.11,91.55,93.77,94.59,93.34,92.3,86.44,88.84,92.3,93.42,92.45,93.07,91.82,90.48,93.22,97.04,95.42,96.67,88.5,84.32,86.55,87.81,85.08,85.54,91.39,92.38,92.91,
classification,1,classification_L1_v3,5,3,95.22,93.66,97.2,93.29,91.55,93.77,93.97,93.34,92.3,87.32,88.84,92.3,91.7,92.45,93.07,88.13,90.48,93.22,93.97,95.42,96.67,81.6,84.32,86.55,81.76,85.08,85.54,95.04,92.38,92.91,
classification,1,classification_L1_v1,6,1,95.34,98.28,97.2,94.27,95.41,93.77,94.26,95.95,92.3,98.09,96.38,92.3,94.64,94.06,93.07,92.15,92.4,93.22,95.27,97.63,96.67,76.78,84.19,86.55,89.24,89.6,85.54,87.41,93.43,92.91,
classification,1,classification_L1_v2,6,2,100,98.28,97.2,97.25,95.41,93.77,95.56,95.95,92.3,92.98,96.38,92.3,93.23,94.06,93.07,92.37,92.4,93.22,100,97.63,96.67,92.36,84.19,86.55,91.06,89.6,85.54,100,93.43,92.91,
classification,1,classification_L1_v3,6,3,99.5,98.28,97.2,94.7,95.41,93.77,98.04,95.95,92.3,98.06,96.38,92.3,94.31,94.06,93.07,92.67,92.4,93.22,97.62,97.63,96.67,83.44,84.19,86.55,88.51,89.6,85.54,92.89,93.43,92.91,
classification,1,classification_L1_v1,7,1,100,100,97.2,93.07,92.91,93.77,93.86,93.58,92.3,94.07,93.8,92.3,94.03,91.89,93.07,92.31,91.07,93.22,100,100,96.67,83.22,83.59,86.55,83.87,88.61,85.54,100,100,92.91,
classification,1,classification_L1_v2,7,2,100,100,97.2,93.2,92.91,93.77,94.99,93.58,92.3,93.16,93.8,92.3,88.56,91.89,93.07,89.5,91.07,93.22,100,100,96.67,80.39,83.59,86.55,91.09,88.61,85.54,100,100,92.91,
classification,1,classification_L1_v3,7,3,100,100,97.2,92.45,92.91,93.77,91.89,93.58,92.3,94.16,93.8,92.3,93.09,91.89,93.07,91.39,91.07,93.22,100,100,96.67,87.15,83.59,86.55,90.86,88.61,85.54,100,100,92.91,
classification,1,classification_L1_v1,8,1,100,97.41,97.2,96.28,96.13,93.77,90.3,88.63,92.3,91.21,92.59,92.3,93.48,91.65,93.07,96.77,94.44,93.22,100,96.83,96.67,90.02,88.09,86.55,86.81,86.16,85.54,100,94.18,92.91,
classification,1,classification_L1_v2,8,2,100,97.41,97.2,93.34,96.13,93.77,88.75,88.63,92.3,91.6,92.59,92.3,87.44,91.65,93.07,96.41,94.44,93.22,100,96.83,96.67,83.85,88.09,86.55,85.58,86.16,85.54,100,94.18,92.91,
classification,1,classification_L1_v3,8,3,92.22,97.41,97.2,98.78,96.13,93.77,86.84,88.63,92.3,94.97,92.59,92.3,94.03,91.65,93.07,90.14,94.44,93.22,90.49,96.83,96.67,90.4,88.09,86.55,86.1,86.16,85.54,82.55,94.18,92.91,
classification,1,classification_L1_v1,9,1,96.27,95.81,97.2,85.45,85.36,93.77,93.42,89.84,92.3,84.83,90.56,92.3,87.96,87.05,93.07,93.3,92.47,93.22,95.44,94.9,96.67,78.22,84.05,86.55,76.35,83.45,85.54,83.71,85.86,92.91,
classification,1,classification_L1_v2,9,2,95.83,95.81,97.2,85.4,85.36,93.77,89.29,89.84,92.3,98.97,90.56,92.3,84.85,87.05,93.07,91,92.47,93.22,95.89,94.9,96.67,84.74,84.05,86.55,87.24,83.45,85.54,84.53,85.86,92.91,
classification,1,classification_L1_v3,9,3,95.34,95.81,97.2,85.23,85.36,93.77,86.82,89.84,92.3,87.88,90.56,92.3,88.35,87.05,93.07,93.12,92.47,93.22,93.36,94.9,96.67,89.18,84.05,86.55,86.77,83.45,85.54,89.34,85.86,92.91,
classification,1,classification_L1_v1,10,1,93.17,95.45,97.2,94.1,97.16,93.77,96.64,96.19,92.3,93.88,87.77,92.3,95.65,93.61,93.07,88.74,90.83,93.22,84.99,89.78,96.67,85.85,86.65,86.55,85.6,83.43,85.54,86.36,91.78,92.91,
classification,1,classification_L1_v2,10,2,100,95.45,97.2,99.07,97.16,93.77,97.57,96.19,92.3,85.05,87.77,92.3,95.62,93.61,93.07,93.7,90.83,93.22,100,89.78,96.67,85.57,86.65,86.55,80.14,83.43,85.54,100,91.78,92.91,
classification,1,classification_L1_v3,10,3,93.18,95.45,97.2,98.3,97.16,93.77,94.36,96.19,92.3,84.38,87.77,92.3,89.55,93.61,93.07,90.05,90.83,93.22,84.35,89.78,96.67,88.52,86.65,86.55,84.56,83.43,85.54,88.99,91.78,92.91,
classification,2,classification_L2_v1,1,1,82.11,91.77,94.57,84.52,91.84,92,91.09,93.3,91.9,77.86,88.13,90.72,93.24,93.37,92.97,94.1,92.48,93.17,95.19,93.07,92.26,82.56,86.21,85.3,85.89,87.08,85.65,85.6,88.03,86.2,
classification,2,classification_L2_v2,1,2,98.78,91.77,94.57,94.53,91.84,92,93.89,93.3,91.9,91.31,88.13,90.72,96.23,93.37,92.97,93.42,92.48,93.17,92.41,93.07,92.26,85,86.21,85.3,85.59,87.08,85.65,88.31,88.03,86.2,
